Name,File Name,Puzzle Type,Score,Solved?
.git/logs/refs/remotes/upstream,OLD-Jacob,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,OLD-JavaFxPort,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,OLD-Kevin,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,OLD-main,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,OLD-ManualPuzzleCreation,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,OLD-Mariano,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,OLD-PuzzleGenerator,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,OLD-RippleEffect,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,OLD-Sissi,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,OLD-Skyscrapers,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,OLD-TreeTent,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,puzzle-editor,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,scroll_speed_fix,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,shortcuts_issue38_macOS-commands,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,UI-101-issue,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,ui-103-menu-improvements,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,ui-241,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,ui-ctrl-+Y-for-undo,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,UI-Home-panel-preferences-option-does-not-pull-up-preferences-menu,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,UI-problem-for-allow-user-to-use-Ctrl+Shift+Z-or-Ctrl+Y-for-Redo,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,ui-problem-for-the-treeview-zoomfit()-long-term-fix,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,ui-problem-with-the-fix-the-space-in-perference-menu-and-may-fixed-the-apply,Invalid,,Ungradeable
.git/logs/refs/remotes/upstream,WhiteBottleNeck_fix,Invalid,,Ungradeable
.git/objects/00,cf7e279cddf819ef194d7d126638e297d63041,Invalid,,Ungradeable
.git/objects/08,66618ca773aac41fbdcb92a1601855c140d439,Invalid,,Ungradeable
.git/objects/09,25bb45596ef2399b8bd22e26f29d33a94d8b2d,Invalid,,Ungradeable
.git/objects/0a,eaba6e2c91e727d4abf15b6fd71f6e25a47784,Invalid,,Ungradeable
.git/objects/0b,939dc2cdcb1cc373e7cab734022ac660ddecdf,Invalid,,Ungradeable
.git/objects/0d,150267ac1c3763b0a2a5433b6071a46bb1d8c6,Invalid,,Ungradeable
.git/objects/0e,88a113d85eac7cc06fc67f38696b89ae36742d,Invalid,,Ungradeable
.git/objects/0f,4c2848f1a1703d85e1fb2dfa94e27049f6911d,Invalid,,Ungradeable
.git/objects/10,ca71041db7ecb89e2180a45f781db7ecc30bdc,Invalid,,Ungradeable
.git/objects/10,e2440dd47553f6e166ecda94963abf8df86847,Invalid,,Ungradeable
.git/objects/12,233426c664dc7d41ff243cabbf510eeeaad79b,Invalid,,Ungradeable
.git/objects/14,7869c31dc490d7a3147768f814997f7a6acefb,Invalid,,Ungradeable
.git/objects/14,a087f15dd1f1a9cf78ef0c58ae2abe5f610448,Invalid,,Ungradeable
.git/objects/15,10a3124d88b0feae6baa5cc36a325d8934169b,Invalid,,Ungradeable
.git/objects/16,60734fff83fd845b332fce93291f42cc65c6e0,Invalid,,Ungradeable
.git/objects/19,0d1f7f6b2d420c2a44690936934e862eb3b630,Invalid,,Ungradeable
.git/objects/1a,131d10a7ea85921799739ccfec1c2a64e5a667,Invalid,,Ungradeable
.git/objects/1a,c55713cebdd9e0eaa76946675122c23f4b86a2,Invalid,,Ungradeable
.git/objects/1a,c5aca0b4de5f917282eb5bfc04cd592eca7a14,Invalid,,Ungradeable
.git/objects/1b,591feda853c79500da8c558a88489a557feb6d,Invalid,,Ungradeable
.git/objects/1c,38adf4946b49032c3111ffc7e5fc75e0c82760,Invalid,,Ungradeable
.git/objects/1f,7d39198c333eedb5da6418e206bc40989f9a24,Invalid,,Ungradeable
.git/objects/1f,c2b3792803d814875b0067fcdea0f3a318204f,Invalid,,Ungradeable
.git/objects/21,0dbb597ee5be94b2f683febc455f01528410a9,Invalid,,Ungradeable
.git/objects/21,f11191156869101c7d51ac8d1f14bd472aae3f,Invalid,,Ungradeable
.git/objects/22,2b9ba7b3bfdc798fc669e917a6ba4ff31a22c7,Invalid,,Ungradeable
.git/objects/24,39bbf554fc894f3be14a8d89d7c97dab45d153,Invalid,,Ungradeable
.git/objects/27,3075adf0d9a0146388c51c2ee1676793a5d132,Invalid,,Ungradeable
.git/objects/29,612e65c5400686de256146b76dd08dabb8ba8a,Invalid,,Ungradeable
.git/objects/29,8c0749b8206856fa2767f12bbaecce62dfbe87,Invalid,,Ungradeable
.git/objects/2b,f8d39ee9f57f68f874e8342bd2e445bd93e021,Invalid,,Ungradeable
.git/objects/2d,3ff89d53069598bf3e04cec43127b9ed282352,Invalid,,Ungradeable
.git/objects/2d,87243525bdd7a86cb2c4b1d76a5fe7994e3f30,Invalid,,Ungradeable
.git/objects/30,9269e24946f7e013d68ca88fb59ef031fabea3,Invalid,,Ungradeable
.git/objects/31,0d448e73ce3a3d740e89a7cde91aa8cb389e94,Invalid,,Ungradeable
.git/objects/33,5cb5a2a067bfde5f8df7892ae033a6223e640c,Invalid,,Ungradeable
.git/objects/33,768cb1d6985c420d69eb5a1c6639b5285fcf39,Invalid,,Ungradeable
.git/objects/33,ae5da1ed42709532c0f79de2f8d414f1461e22,Invalid,,Ungradeable
.git/objects/34,e89800ec3df97dbe13ae36774a404453fb5f22,Invalid,,Ungradeable
.git/objects/36,b4e48cef8a44f98db486c6bf5c79a16736d5bb,Invalid,,Ungradeable
.git/objects/38,4a9c3f4b6197ded66f1f3e5b16331d3dd34d9f,Invalid,,Ungradeable
.git/objects/3b,7da7ca6aec896daa191f5b017f962062dd55e7,Invalid,,Ungradeable
.git/objects/3b,ea768136a7f64184cf5829b830c4394d16c56b,Invalid,,Ungradeable
.git/objects/3c,6976b9e84f016cf630dbad7f29f3f49982dd52,Invalid,,Ungradeable
.git/objects/3e,1e37fe94f700c96e4cf9cadd8ca1454aa4908a,Invalid,,Ungradeable
.git/objects/3e,be14b65832410407d65333f97c1035cabc356c,Invalid,,Ungradeable
.git/objects/40,1612c60980a4ee5c8c6c96e9e89818f1b386a8,Invalid,,Ungradeable
.git/objects/41,b1bad955c284b719b476bfbdf411b6ef5fd614,Invalid,,Ungradeable
.git/objects/41,e01e22112b01f0167927f8278f4b52c5503617,Invalid,,Ungradeable
.git/objects/42,598f127bf1296f5f88b5d0d8b23a926f887bf7,Invalid,,Ungradeable
.git/objects/45,da4035a3e60ee3feee3d913227f9d1b5d8b3c0,Invalid,,Ungradeable
.git/objects/46,1405c6b1d53ce0ce0239bcdf69c7a508fd23a4,Invalid,,Ungradeable
.git/objects/47,d567092e1cec1a6854deb1427b9ef42cfbc516,Invalid,,Ungradeable
.git/objects/4a,0399974295ed36fc6f15dac252660a344f56cc,Invalid,,Ungradeable
.git/objects/4a,0d0c0779097286d1109d33b4eb1549a4ca6403,Invalid,,Ungradeable
.git/objects/4b,46e56c2cdbce1f852f86509208f381ea891172,Invalid,,Ungradeable
.git/objects/4d,be37edde3a98fe8d6cd284e2f47243d43d0ad4,Invalid,,Ungradeable
.git/objects/52,4d9ff291f476a8db51e33f4b8fcb3c8ef3318e,Invalid,,Ungradeable
.git/objects/53,608604e91953324bc35394e190d518fd322d0e,Invalid,,Ungradeable
.git/objects/54,0b43da46233aea3f5deb6a3ab4f3e1f3cc784c,Invalid,,Ungradeable
.git/objects/58,b71dc60f5eb5eaaf7c80a707d8ab3200115075,Invalid,,Ungradeable
.git/objects/59,cab4b2b3565d3aa68014d3e69a66ec53a99d26,Invalid,,Ungradeable
.git/objects/5a,8788cb68e39716147357ed093a0f25b42b9a01,Invalid,,Ungradeable
.git/objects/5c,9427cf0ff06e62deb41d6a813999203462e165,Invalid,,Ungradeable
.git/objects/5c,c1b6749ab934c0c1c364cbe802a9efaf5e7e9d,Invalid,,Ungradeable
.git/objects/5d,3d6c813c8ec191891b2a6e05aaaffc7ce5ab7e,Invalid,,Ungradeable
.git/objects/60,2c130dbf0ac8ed93eedcf6bc3ad3d803ca1b69,Invalid,,Ungradeable
.git/objects/61,067ee543b15a41e7d3248a22a345c57cae26d0,Invalid,,Ungradeable
.git/objects/63,7ff4fb23f0c073c53bb469700bdf84259567f8,Invalid,,Ungradeable
.git/objects/66,143f8a92211d2408f0accf19e7cb4b69884cca,Invalid,,Ungradeable
.git/objects/66,417b1504bbbf797579719b5634d3f23cfc0780,Invalid,,Ungradeable
.git/objects/66,fdac6367f6fa3a80b274e41752caa3df01e625,Invalid,,Ungradeable
.git/objects/67,894f368b262b4d3bc3ad37a239de116b41665a,Invalid,,Ungradeable
.git/objects/68,8d1d70cb41a18d9f3677247d27309b5421a957,Invalid,,Ungradeable
.git/objects/68,ae4990d129e570eb6dc04d0ec582bb7044aa88,Invalid,,Ungradeable
.git/objects/68,f1852a0e704b84d7044c7f4f1c1083df65bab9,Invalid,,Ungradeable
.git/objects/69,192f6e917ead33a9c20d36110ac666ed28e03c,Invalid,,Ungradeable
.git/objects/69,59725754fa852861e96ffaf966e517fd94b90a,Invalid,,Ungradeable
.git/objects/69,fb0208ef9dbeee0930d3546f4be3c4e466f17c,Invalid,,Ungradeable
.git/objects/6a,04e4c6f7e0de0c6494f71205246cc2054e3942,Invalid,,Ungradeable
.git/objects/6a,e832047a819b11e70af7e7843762bac5ad69e4,Invalid,,Ungradeable
.git/objects/6b,c3f56cead157a80ebafdf2223b5f95c60a17ff,Invalid,,Ungradeable
.git/objects/6c,18492cd2e29be652a54cbb8feba7fcf17c978d,Invalid,,Ungradeable
.git/objects/6c,946318a3ea3c319cc6189778e18689465847e7,Invalid,,Ungradeable
.git/objects/6d,0f1d49c961a60646cb084c4e398fff697b30dc,Invalid,,Ungradeable
.git/objects/6e,9a5d9ce473492f3b3abc02be939b85658d7f6a,Invalid,,Ungradeable
.git/objects/6f,17ed2336e075ef7206869958fbb506c06497a8,Invalid,,Ungradeable
.git/objects/6f,33e26e6c3111e5b208692225cd9ed9ec000c83,Invalid,,Ungradeable
.git/objects/6f,f09bd265f038dab229a0bfa68f8df9a09d5e06,Invalid,,Ungradeable
.git/objects/70,12fa45c5d7270929d74b0473d98789dbff6e99,Invalid,,Ungradeable
.git/objects/70,1e6b7292b1c647d5a664f68f9b46a60b3477ee,Invalid,,Ungradeable
.git/objects/71,6fe98a678dcd4dec835f155417dfe3ad2ff33a,Invalid,,Ungradeable
.git/objects/73,1a3276b0704d8111d523b4b79bacf54e4c6175,Invalid,,Ungradeable
.git/objects/75,871bc7878318f57e10fc8cc6f070aa7d3167ce,Invalid,,Ungradeable
.git/objects/77,67bfd0dea2a0dcfb45527d8bfc4678611a77b4,Invalid,,Ungradeable
.git/objects/79,6c7b66dcefad1a9c0f83c115b66f1641d3b188,Invalid,,Ungradeable
.git/objects/7a,17b98758ebe54a09fc698789d2cb2f19f9c8fa,Invalid,,Ungradeable
.git/objects/7a,f155a22207f11082cab61dd1f6b97717d29469,Invalid,,Ungradeable
.git/objects/7b,3a0fdd839950bfe1d47fa1c63b597437a54bd2,Invalid,,Ungradeable
.git/objects/7d,0164a198d338ce356f4d2d382abb4adfe116f0,Invalid,,Ungradeable
.git/objects/7e,44c7fab9e6a8aadf48a0ab75b7ada8fea02489,Invalid,,Ungradeable
.git/objects/83,66641727aff57d905defd5abb9760d1dfb49bf,Invalid,,Ungradeable
.git/objects/84,1a9ba9b4e472f507b57c347df08264e41d2a7a,Invalid,,Ungradeable
.git/objects/84,d1db3fd1a88d32c72af4515cf2bfe68915d8a9,Invalid,,Ungradeable
.git/objects/86,5e4aaa29d8f9db82f205ee2388f2e3acb683fc,Invalid,,Ungradeable
.git/objects/88,335c1cbbfa6af78b31d0e27af8681d29109fe8,Invalid,,Ungradeable
.git/objects/88,932541b920302d954649bdc5e09e3a888de76d,Invalid,,Ungradeable
.git/objects/88,b1e88cb8751416cee446b9562c67ecad133369,Invalid,,Ungradeable
.git/objects/89,24525d36ccee97c6a6162141dd49a217a5701a,Invalid,,Ungradeable
.git/objects/8a,d1899b93a5f7f12735ecb3a3da11cdf62f7a85,Invalid,,Ungradeable
.git/objects/8b,3aec0081a982644cb7d4ac0c35ac43a4deb5b1,Invalid,,Ungradeable
.git/objects/8c,c0f8365381317cb441644fe1e3bbfa49843f74,Invalid,,Ungradeable
.git/objects/8c,f66cb2a58356c1ac3c67cd65d6d44c55f2dc6e,Invalid,,Ungradeable
.git/objects/8d,6da6680f4545bcd392342b8b65aecc34183640,Invalid,,Ungradeable
.git/objects/8e,0d9355ec3dc291e118502ac179174f64c097f3,Invalid,,Ungradeable
.git/objects/8f,36819e56eef89c9c79b22ab671c7951365402a,Invalid,,Ungradeable
.git/objects/90,5cf203e03e44be6096bbe0d8a3155e848bd184,Invalid,,Ungradeable
.git/objects/91,a8141ea061bed84ce902a990b9f153b928ee9e,Invalid,,Ungradeable
.git/objects/92,1d8cc5ef8d96cd3181a823521fa35d71492fda,Invalid,,Ungradeable
.git/objects/92,e07dd9467b59647e7801e58a797fea301493f2,Invalid,,Ungradeable
.git/objects/9b,eed2379af1ece7f5e98efa6d08cec3ce6ca063,Invalid,,Ungradeable
.git/objects/9c,53528f98a782d44da8522776193c402f0ef758,Invalid,,Ungradeable
.git/objects/9e,117d813f4e3926a18d17b8776869dd9d6b26be,Invalid,,Ungradeable
.git/objects/9e,7c4a1658927d4d0dfe26363a6ca3a536f5789c,Invalid,,Ungradeable
.git/objects/9e,ba0712fdb4da99177c5cc2ecb9be5e62e5f839,Invalid,,Ungradeable
.git/objects/9f,e44a76a214b51fc4ee5628a2653354fec59fc0,Invalid,,Ungradeable
.git/objects/a0,35f92def281a31ba72752c701780daaa1ab222,Invalid,,Ungradeable
.git/objects/a1,5029207121c55079310060007cc5c67adfb8b8,Invalid,,Ungradeable
.git/objects/a1,5324d30aa7edabcf51ef27239f942afc467eb6,Invalid,,Ungradeable
.git/objects/a4,62363670c0bfb948b2a5565f218229924cb184,Invalid,,Ungradeable
.git/objects/a5,af3cf4bfe046d52d76916d2d5a34cba2301ccb,Invalid,,Ungradeable
.git/objects/a5,ba72de46945cc90ef442e7a66fedab34f30eab,Invalid,,Ungradeable
.git/objects/a5,fc49e6e9b508a3bc0274adc8603bdd7d8e527d,Invalid,,Ungradeable
.git/objects/a6,912ebfb2c37e586ed77b4bf62e6ad8b9ea23f4,Invalid,,Ungradeable
.git/objects/a8,b2466f2c2c52b947b3c10ea5b0ce5cc6a6fa48,Invalid,,Ungradeable
.git/objects/a9,af0e7d1db6ff7eba51702735b9b8035d41a048,Invalid,,Ungradeable
.git/objects/a9,c0f89ea2ca75e0b50d457922446e8169f5eb1d,Invalid,,Ungradeable
.git/objects/aa,4fd17c55fb8ca4197d58792eb479cd26164c58,Invalid,,Ungradeable
.git/objects/ab,b363c6ab0cb5766d0ef3a8b59d9452efcd9659,Invalid,,Ungradeable
.git/objects/ad,14716c669301db0264a594d5ffac92d6579e25,Invalid,,Ungradeable
.git/objects/ad,1df2cb9525c15f05c0099899be6d45cb47c251,Invalid,,Ungradeable
.git/objects/ad,60e4d5a2ceeb5ce6d7723be13fc4016d20287f,Invalid,,Ungradeable
.git/objects/af,1aeff3c0618f0e09d2c88b66fc98fd74144acf,Invalid,,Ungradeable
.git/objects/b0,a3549f3f470fbdad95e2da9c8d7daa66906a55,Invalid,,Ungradeable
.git/objects/b1,206767f87d38645db2bbde383b98f05289d4fa,Invalid,,Ungradeable
.git/objects/b1,6f7b00f6a9a9cb228ded7d72a2b4b0ccf982ba,Invalid,,Ungradeable
.git/objects/b2,8708f9c595673f0de56fcad60d496009f86566,Invalid,,Ungradeable
.git/objects/b6,9217a0bcd28842481a382836ea64aa0f1f61a7,Invalid,,Ungradeable
.git/objects/b6,f2c5e065ebaa8a433cf5861e308b7c590324e5,Invalid,,Ungradeable
.git/objects/b8,07575c1505c3b85b41624f602a646110f8ffa4,Invalid,,Ungradeable
.git/objects/b8,407a6a21bda4ada4bda654a85a290292e3da8f,Invalid,,Ungradeable
.git/objects/b8,440aa4e197e54f4b8c8bab4fcd2f3c6004059f,Invalid,,Ungradeable
.git/objects/b8,7b9c478ef80b27d8e6f15c9348bfb37043a8db,Invalid,,Ungradeable
.git/objects/b8,cd17598e23bb942ac56e8a838c113caff2429d,Invalid,,Ungradeable
